Text,Result,Probability
"쏘쏘,,,동네 큰 내과라 다녀왔어요",부정,0.0012282406678423285
친절해요^^,부정,0.0011510389158502221
친절해요 ,부정,0.0011850314913317561
독감접종 하고왔어요. 병원이 컸는데 다들 안내도 친절하게 해주시고  빠르게 접종후 귀가했어요. 병원이 깨끗하고 주사비도 저렴해서 계속 다니려고합니다.,부정,0.0014605348696932197
 ,부정,0.0009877645643427968
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
적당합니다~,부정,0.001023497199639678
병원,부정,0.0013921161880716681
적당합니다,부정,0.0009805121226236224
너무너무 꼼꼼하게 신경치료 끝~!!!!  다음주에 진짜 마무리하는날  대장정이 끝이 보입니다  원장님 간호사님 실장님들 다 너무 감사해요 🥰  주변 소개 많이많이 할거예요 너무 잘하는  병원임 내용 더보기,부정,0.0017843814566731453
세번째 신경치료  다음번이 끝이다~! 마취주사가 무서워서  떨면서 갔는데 마취도 안하고 끝났네?? 턱이 좀 약한편이여서 이번에도 물리치료 했어용 눈 가리고 꿀맛같은 낮잠까지 자고 왔네요~  아프면 인형 누르라고 주셨는데 한번도  안눌렀네요 😉🫰🏻 감사합니다 다음주 치과 휴가전에 치료 다 끝나네요 신나요~~~!!!내용 더보기,부정,0.0014056157087907195
 ,부정,0.0009877645643427968
병원,부정,0.0013921161880716681
진짜 최고의 진료!!  신경치료 여기선 처음인데  전에 치료했던곳 기억이 있어서  진짜 긴장많이 했거든요 그런데 의사선생님도  그렇고 간호사님 실장님 진짜 너무너무  친절하고 설명 도 편하게 잘해주시고  너무 잘해주셔서 믿고 평생 다녀도 될  치과예요 🤭👍🏻 감사해요 내용 더보기,부정,0.0016746955225244164
처음 방문 했는데 친절하시고 세심하게 진료해주셔서 재방문 하겠습니다,부정,0.0013895874144509435
굿👍,부정,0.000900259823538363
굿👍,부정,0.000900259823538363
약의  효과를 보아서 너무 감사 합니다 ,부정,0.0014524951111525297
친절한 한의원,부정,0.0011263089254498482
친절해요 ,부정,0.0011850314913317561
ㅎ,부정,0.0010335156694054604
친절한 한의원입니다,부정,0.0013564813416451216
친절하고   좋은재료로 건강을 찾았어요 ,부정,0.0015288711292669177
좋아요,부정,0.0009187106625176966
시설은 좀 예던모습니지만 의사선생님고 츤데레. 간호사 선생님도 좋아요^^,부정,0.0011742508504539728
친철하셔요,부정,0.0011513448553159833
콧 속에 심한 염증때문에 갔어요. 금방 진료해주셔서 감사했어요,부정,0.0012714576441794634
 ,부정,0.0009877645643427968
아프면 항상가는 병원 좋아요,부정,0.001316023524850607
친절하고 처방받은 약이 잘 들어요,부정,0.0010953053133562207
친절 해요 ,부정,0.001172941061668098
친절하고 진료를 잘보세요. 과잉진료도 하지않아요~~,부정,0.0011777130421251059
좋아요,부정,0.0009187106625176966
에고 코로나 확진이네여,부정,0.0010167272994294763
상담을 잘해주세요,부정,0.0014055153587833047
꼼꼼하게 잘해주세요,부정,0.0014732136623933911
친절해요 ,부정,0.0011850314913317561
친절해요 ,부정,0.0011850314913317561
친절하고 진료를 잘해주세요,부정,0.0015745206037536263
꼼꼼해요.친절해요.믿음이 가요,부정,0.001240543439052999
세심하고 친절해요. ,부정,0.0014072498306632042
친절해요,부정,0.0011850314913317561
😀,부정,0.0011939009418711066
원장님이  진짜 세심하게 치료해 주세요 간호사님들도  변함없이  그대로여서 좋아요,부정,0.0016590686282142997
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
친절합니다,부정,0.0013185645220801234
좋아여,부정,0.0009581888443790376
굿,부정,0.0011417934438213706
조아요,부정,0.0010603502159938216
자세한 설명 과  친절함에 마음이 편해요,부정,0.0013288947520777583
"원장님 꼼꼼하게  진료잘하시고 간호사,  치위생사분들   모두 친절하세요ᆢ 멀지만  꼭  가서  진료받는 곳입니다내용 더보기",부정,0.0013826563954353333
좋아요,부정,0.0009187106625176966
스케일링을 잘해요,부정,0.001031865831464529
친절합니다 ,부정,0.0013185645220801234
의사쌤이 친절해요 ,부정,0.0013489261036738753
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
"거평한의원 다닌지 오래되었어요,, 만성 위장장애로 인해,, 생활이 힘들어지면 양약으로 회복 불가한걸,, 보약 먹고 활력을 되찾고해요!! 너무나 믿음이 있는 곳이기에 저희 식구들 다 이 곳으로 다니고 있답니다^^ 시설은 좀 오래 되었지만,,  선생님 너무나 친절하시고,  보약 잘받는거 말할 것도 없고,,  침도 너무 잘 놓아주셔요,,  (보약 금액도 다른곳 보다 저렴하게 받으 세요,, 감사합니다^^) 진심 이런거 잘 안 쓰는데,, 쓰려고 영수증 챙겼어요 ㅎㅎ 거평한의원 오래오래 번창했음 좋겠어요!! 감사합니다~~내용 더보기",부정,0.00171237054746598
좋아요:),부정,0.0007182873669080436
"어깨 다쳐서 오랜만에 갔어요. 여전히 다들 친절하시고, 잘 봐주세요:)",부정,0.0012176631717011333
친절하세요. 효과가 좋아요,부정,0.0012329986784607172
꼼꼼한 진료와 침! 소화 안될때나 생리쪽 안좋을때 가서 한약 먹고 침 맞고 부황 뜨면 정말 건강해져요 과잉진료도 없어서 더 조아요 원장님의 오래된 내공이 느껴져요,부정,0.0019204834243282676
친절하게 설명도 잘해주시고 치료도 잘해주시네요,부정,0.001395892701111734
좋아요 ,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
친절해요,부정,0.0011850314913317561
굳,부정,0.0008962902938947082
친절해요,부정,0.0011850314913317561
친절해요 ,부정,0.0011850314913317561
좋아요 😀 ,부정,0.0009677466005086899
친절해요,부정,0.0011850314913317561
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
어깨와 목 팔저림으로 봉침과 추나 받았습니다. 정형외과보다 효과가 있는 것 같아서 꾸준히 받아보려고 합니다. ,부정,0.0018422401044517756
속이 안좋아서 여기서 침맞고 한약먹었는데 많이 좋아졌어요 허리를 삐끗해서 치료받는중인데 다른곳보다 효과가 좋네요 원장님 친절하셔서 좋습니다~~,부정,0.0011446584248915315
친절하고 침도 잘 나주시고 상담도 잘해주세요,부정,0.0013804285554215312
친절한상담과 침치료 물리치료 넘 잘해주세요,부정,0.0012812180211767554
친절해요 ,부정,0.0011850314913317561
친절해요 ,부정,0.0011850314913317561
원장님  친절하시고  열정적이세요,부정,0.0013334123650565743
ㅣ,부정,0.0009115678840316832
ㅣ,부정,0.0009115678840316832
ㅣ,부정,0.0009115678840316832
ㅇㅇ,부정,0.0010887456592172384
좋아요,부정,0.0009187106625176966
좋아요,부정,0.0009187106625176966
친절해요 ,부정,0.0011850314913317561
굳,부정,0.0008962902938947082
굿,부정,0.0011417934438213706
항외과가  맞나 의심스러울 정도로 실력이 형편없으시더라구요 건성건성 대충대충 내시경 보고 오진 하심 치열과 치루 증상으로 내원햇으나  치질약 처방해주심....호전되질않아서  일 주일후 길 건너에 있는 송도외과의원에 다시 검사를받았더니  아주 자세히 내시경 보여주시며 치열과 치루라고 진단해주심 그곳에서 치료잘받구 좋아졌네요 참고하세요 여러분내용 더보기,부정,0.0015006401808932424
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
항문외과중에 괜찮은곳!!,부정,0.0017528579337522388
친절합니다,부정,0.0013185645220801234
많이 친절해요,부정,0.0012963765766471624
친절합니다,부정,0.0013185645220801234
굿,부정,0.0011417934438213706
친절함,부정,0.0009993106359615922
허리아플때 갑니다,부정,0.001231535105034709
진료비가 좀 비싸서 아쉽지만 설명도 잘해주시고 친절해요,부정,0.0012034733081236482
"원장님이 너무 친절하시고, 시설도 너무 깨끗하고 좋습니다.",부정,0.0013109660940244794
친절합니다,부정,0.0013185645220801234
ㅇ,부정,0.0010569271398708224
"선생님이 친절하시고, 자상히 잘 알려주시네요^^ 감사합니다~",부정,0.001456063357181847
ㅎ,부정,0.0010335156694054604
실내도  깔끔하구   원장님이 친절하시구  치료도 잘해주시네요 환자 마음을  잘알아주시구 다정한  선생님덕에 뺠리 치로가 되는 느낌이네요,부정,0.0013067532563582063
친절함 ,부정,0.0009993106359615922
좋아요 ,부정,0.0009187106625176966
친절해요 ,부정,0.0011850314913317561
너무 한의원이 좋아요,부정,0.0011499107349663973
시설이 너무 좋아요,부정,0.0012018776033073664
좋아요,부정,0.0009187106625176966
아픈곳도 꼼꼼하게 물어봐 주시고 무엇보다 친절하세요 어른들이 많이 가세요 저희 아버지도 종종가서 물리치료받겠다 하시고 좋ㅇ습니다,부정,0.0024887374602258205
친절 굳,부정,0.0009299623779952526
"올 해 새로 우리 동네 오픈한 경희금손한의원  어깨 목 결림 심해서  맛사지 만으로는 효과가 없는것 같아 들렀는데..  직원들과 원장님의 친절은 기본이고, 엎드릴때 허리가 아픈 저는 배 에 받침대 깔아주는 센스가 감사했고 배와 어깨 부위 핫팩, 부항,침,약침,뜸,파스...등등과  하루치 한방약 세 포 까지.....   새심하고 꼼꼼하게 치료 해 주셔서 감사한 마음으로  몸도 기분 도 가뿐하게 두번째 치료 끝나고 나왔습니다~^^  주변 지인분들께 꼭 추천 해 드리고 싶은 한의원 입니다♡ 내용 더보기",부정,0.0015010699862614274
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
친절하시고 치료도 잘해주십니다.,부정,0.0012529545929282904
친절하게 잘봐주셔서 감사드려요 :),부정,0.0012128985254094005
잘봐주셔서 감사드립니다 :),부정,0.0011159454006701708
친절해요,부정,0.0011850314913317561
깨끗해요,부정,0.0008763414225541055
침을 참 잘.치료하셔요,부정,0.0008897172519937158
꼼꼼한설명  침치료가 잘듣는것같아요,부정,0.001330078230239451
친절한설명 꼼꼼한치료  감사드려요~  ,부정,0.0013158210786059499
친절해요,부정,0.0011850314913317561
친절해요,부정,0.0011850314913317561
친절해요,부정,0.0011850314913317561
친절해요,부정,0.0011850314913317561
좋아요 ,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
굿굿,부정,0.000978579162620008
쥬ㅏ요 조어요 조아요 조어요,부정,0.0006678383215330541
👌 ,부정,0.0011939009418711066
👌 ,부정,0.0011939009418711066
치료받고 추석 선물까지 받았네요. 푸짐한 선물 감사합니다.,부정,0.0011785157257691026
친절하시고 추석이라고 선물도주시네요,부정,0.0014248238876461983
아프면 가는데  같은건물 정형외과보다  여기가 더 잘 봄 나한테 여기 선생님은 화타임내용 더보기,부정,0.0014963283902034163
👌 ,부정,0.0011939009418711066
좋아요,부정,0.0009187106625176966
친절하시고 좋아요,부정,0.0014141910942271352
친절하십니다.,부정,0.0015173923457041383
 ,부정,0.0009877645643427968
 ,부정,0.0009877645643427968
너무 친절하시고 침도 안아프게 잘 놓아주세요! 다음주에 뵙겠습니다,부정,0.0014909529127180576
"처음 방문하는 곳인데 너무 친절하고, 꼼꼼한 진료와 치료를 해주셨습니다. 사진처럼 경옥고와 치료를 위한 안내물도 주시고, 한약도 주셨어요. 당분간은 이곳에서 치료에 전념할 생각입니다.",부정,0.0015786635922268033
손목치료 받았는데 모두 친절하셔서 편하게 받았네요.,부정,0.0010885759256780148
시설 깨끗하고 치료받을 때 환복할 옷이 준비되어 있어서 좋았어요~ 의료진이 잘 들어주시고 세심히 설명해주셔서 좋았습니다. 체질약과 경옥고도 감사합니다🙏,부정,0.0015130855608731508
"교통사고 후유증 치료차 방문하였어요 평소 불편한 중상도 얘기했는데, 친절히 답변해주시고 정성스럽게 치료 해주셨어요 남은 치료도 잘 부탁드려요 간호사님들도 친절하십니다",부정,0.0015612675342708826
직원분들 너무친절하고 시설도 좋네요 원장님이.추나치료와 침을 잘놔주셔서 한결나아졌어요 감사합니다 ,부정,0.0014008971629664302
진료 잘봐주시고 모두가 친철합니다,부정,0.0013555457117035985
좋아요,부정,0.0009187106625176966
친절해요,부정,0.0011850314913317561
굿,부정,0.0011417934438213706
좋아요,부정,0.0009187106625176966
ᆢ,부정,0.0011939009418711066
좋아요,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
굿,부정,0.0011417934438213706
좋아요,부정,0.0009187106625176966
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요.,부정,0.0011905045248568058
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요. 👍 👍 👍 👍 👍 👍 👍 👍 👍 ,부정,0.0012452593073248863
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요.,부정,0.0011905045248568058
"20대라 한의원은 처음 가보는데 친절하게 잘 진료해주셔서 좋았어요,, 발목 아플때는 정형외과보다 한의원가서 침맞는게 더 좋다더니 정말 침맞고 많이 나아졌어요 :)",부정,0.0018260817741975188
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요.,부정,0.0011905045248568058
진료 잘해요~~,부정,0.0011670882813632488
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요.,부정,0.0011905045248568058
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요.,부정,0.0011905045248568058
좋아요,부정,0.0009187106625176966
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요.,부정,0.0011905045248568058
전문적임. 한의사 분 좋으심.,부정,0.0014392724260687828
"침 치료에 대한 효과는 봤으나, 원장님이 환자에 대한 공감 능력이 부족함  ",부정,0.0011028260923922062
침치료 효과도 좋고 원장님도 간호사님들도 다들 너무 친절하시고 편하게 해주셔서 계속 찾게 돼요~,부정,0.0009989633690565825
좋아요~,부정,0.0010303054004907608
좋아요,부정,0.0009187106625176966
좋아요~,부정,0.0010303054004907608
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
매번 친절하고 자세하게 잘 봐주십니다. 감사합니다 :),부정,0.0014390443684533238
오른 쪽 어깨를 치료받고 있습니다. 3회 이후부터 팔도 올라가고 통증도 줄어들고 있어요~^^ 감사합니다!!!,부정,0.0014957506209611893
출산하고 점점 아파진 허리통증에 목통증도 같이와서 치료받았는데 너무너무 친절하고 시원해요😄,부정,0.0010086271213367581
원장선생님.간호사분들 모두 친절하셔서 항상 편한 마음으로 치료 받을수 있어 좋아요..,부정,0.0009526085341349244
편안해서좋아요,부정,0.0012585900258272886
친절행해요,부정,0.0012779857497662306
친절합니다,부정,0.0013185645220801234
ㅈ,부정,0.0011939009418711066
좋아요 ,부정,0.0009187106625176966
시원해요~ 치료 잘 받고 있어요~,부정,0.000898692465852946
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
한의사님이 친절하시고 꼼꼼하게 침잘놔주세요  몇년째 다니고 있어요 ㅎ,부정,0.001291271299123764
굿굿,부정,0.000978579162620008
친절해요,부정,0.0011850314913317561
좋은거 같아요 한의원도 한번씩 들립니다,부정,0.0014270575484260917
굿굿,부정,0.000978579162620008
아픈데 많이 좋아짐,부정,0.001001025433652103
선생님과 직원들이 친절하세요.,부정,0.0011138288537040353
침 처음 맞아보는데 시원함ㅋ ,부정,0.0009828910697251558
좋아요 ,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
친절하고 좋아요,부정,0.0012912099482491612
좋아요,부정,0.0009187106625176966
친절해요 ~,부정,0.0010310719953849912
좋아요 ,부정,0.0009187106625176966
좋아요,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
좋아요 ,부정,0.0009187106625176966
굿,부정,0.0011417934438213706
저하고 여기가 맞는거 같아요 정말 편해요,부정,0.0013766716001555324
치료도 꼼꼼히 잘 해주십니당~~~,부정,0.0013559013605117798
"선생님 상담이 자세하고, 치료도 잘해주십니당~ ",부정,0.0011170802172273397
 ,부정,0.0009877645643427968
 ,부정,0.0009877645643427968
"선생님 상담이 자세하고, 참 친절하세요~",부정,0.0013574287295341492
굿,부정,0.0011417934438213706
굿,부정,0.0011417934438213706
친절이 치료 잘 받았어요,부정,0.001258367788977921
친절해요 ,부정,0.0011850314913317561
친절해요 ,부정,0.0011850314913317561
친절해요 ,부정,0.0011850314913317561
치료 잘하시는것 같아요. 한번만 맞고와도 효과가 있네요.,부정,0.0013153653126209974
친절해요 ,부정,0.0011850314913317561
친절해요 ,부정,0.0011850314913317561
침을 잘 놔요,부정,0.0010907478863373399
친절해요 ,부정,0.0011850314913317561
친절해요 ,부정,0.0011850314913317561
친절하고 꼼꼼한진료 좋아요,부정,0.0015362969134002924
ㆍ,부정,0.0012706221314147115
좋아요,부정,0.0009187106625176966
친절하심다,부정,0.0011161231668666005
친절하고 잘 치료되요,부정,0.0012740762904286385
친절해요 ,부정,0.0011850314913317561
엄청 친절해요,부정,0.0013269162736833096
친절하십니다 ,부정,0.0014121057465672493
굿,부정,0.0011417934438213706
친절해요,부정,0.0011850314913317561
친절해요,부정,0.0011850314913317561
가끔 감,부정,0.0010033881990239024
친절하세요,부정,0.001168260583654046
의사쌤이.너무 친전하시고 자세히 상담해주셨어요.이제 약 먹어보고 있는데 효과까지 좋았음 좋겠네요~,부정,0.001330982195213437
내원할때마다 너무 친절하시고 봉침맞은후 효과가 너무좋네요 감사합니다~^^,부정,0.001326502999290824
좋아요 ,부정,0.0009187106625176966
지난주에 허리를 삐끗해서 처음 진료받고 오늘 세번째 방문인데 원장님 진짜 열심히 치료해주시고 운동까지 알려주시고 너무 좋았어요,부정,0.001679690321907401
친절해요 ,부정,0.0011850314913317561
약재설명이 자세해요,부정,0.0014435725752264261
허리가 너무 아파서 갖는데 원장님이 설명도 잘해주시고 추나랑 봉침맞고 나니까 정말 좋아 졌어요 면목역 근처에서는 제일 잘하시는듯...^^,부정,0.001302832388319075
친절해요 ,부정,0.0011850314913317561
친절합니다,부정,0.0013185645220801234
단골입니다,부정,0.0011710072867572308
친절합니다,부정,0.0013185645220801234
친절해요,부정,0.0011850314913317561
단골입니다,부정,0.0011710072867572308
단골입니다,부정,0.0011710072867572308
단골입니다,부정,0.0011710072867572308
단골입니다,부정,0.0011710072867572308
1년만에 들렸어요 몸이 안좋아져 왔는데. 치료와 상담을 잘받았습니다. 아플때 자주가는 단골입니다. 😍내용 더보기,부정,0.0017732573905959725
친절해요,부정,0.0011850314913317561
허리가 안좋아서 방문한 한의원ㅠㅠ 선생님은 친절하시구 상냥하시구..  침이 무서워서 긴장했는데.. 아프지않게 잘 놓아주셨다~~ 맞고나서 허리가 훨씬 부드러워 진게 살거같다ㅎ 담 에도 방문 저장!!  치료 잘 해주셔서 감사합니다^^내용 더보기,부정,0.0015891880029812455
친절해요,부정,0.0011850314913317561
친절해요,부정,0.0011850314913317561
친절해요,부정,0.0011850314913317561
"친절하고, 진료도 잘해요",부정,0.0012315819039940834
굿,부정,0.0011417934438213706
친절해요,부정,0.0011850314913317561
굿,부정,0.0011417934438213706
좋아요,부정,0.0009187106625176966
좋아용,부정,0.0010389089584350586
진단이 모호한 상태인데 의구심을 가지고 진단해주시려는 의사쌤에게 감사했습니다. ,부정,0.0013113364111632109
원장님 너무 친절하세요! 그리고 간호사님들도 모두 친절하세요 병원 깔끔하고 조용하고 좋아요:)  원장님께서 침도 안아프게 잘 치료해주십니당!  집 주변에 한의원 찾다가 추천받고 갔 는데 만족해용!내용 더보기,부정,0.0016291950596496463
완전 친철하시고 서비스도 좋아요. 자주 방문해요,부정,0.0012752830516546965
선생님도  친절하시고 병원이 깨끗해서 좋아요 마지막에 한방 가습기 같은거 해주셨는데 비염있는 저에게 딱이라서 너무 좋았어요 근처 한의원을 찾고있었는데 여기로 정착하겠습니다내용 더보기,부정,0.0019323989981785417
